Timestamp,Age,Gender,City,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
10:52.6,36-50 years,Male,chennai,,,,No,Everyday,Neutral,"Cleaner, more comfortable vehicles",Yes,Improved lighting and safety,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Never,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
11:05.0,18-35 years,Male,chennai,,,,No,Never,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Very dissatisfied,Rarely,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
11:41.3,18-35 years,Female,kanakapura,,,,No,Once a week,Very satisfied,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,E book access,Improve customer service
12:05.0,36-50 years,Female,Hyderabad,,,,Yes,Never,Unsatisfied,Reduced fares or free transfers,Yes,Improved lighting and safety,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Weekly,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
12:43.8,18-35 years,Female,mysuru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Public restrooms,Satisfied,Monthly,Satisfied,Language learning programs,Improve customer service
13:07.3,51-70 years,Male,mysuru,,,,No,A few times a week,Very unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Maintenance and cleanliness,No,Sports equipment rentals,Very dissatisfied,Monthly,Dissatisfied,E book access,Improve customer service
13:33.6,18-35 years,Female,Bengaluru,,,,Yes,Everyday,Unsatisfied,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
14:04.7,18-35 years,Male,Bengaluru,,,,No,A few times a week,Very satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Dissatisfied,Language learning programs,Invest in technology
14:43.9,18-35 years,Female,Tirupati,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,No,Improved lighting and safety,Playgrounds,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Quarterly,Very Satisfied,Language learning programs,Enhance community engagement
15:35.2,51-70 years,Female,Hyderabad,,,,No,Never,Very satisfied,More frequent buses/trains,No,Increased programming and events,Picnic area,Accessibility and inclusivity,Sometimes,Public restrooms,Very Satisfied,Weekly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
15:54.0,10-18 years,Male,mysuru,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Safety and security,Sometimes,Electric vehicle charging stations,Very Satisfied,Monthly,Dissatisfied,E book access,Improve customer service
16:18.6,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,E book access,Invest in technology
17:10.9,18-35 years,Female,Andhra pradesh,,,,No,Once a week,Satisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
17:48.0,18-35 years,Male,kanakapura,,,,Yes,Everyday,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Very dissatisfied,Quarterly,Very Dissatisfied,E book access,Enhance community engagement
18:06.5,36-50 years,Female,Bengaluru,,,,Yes,A few times a week,Satisfied,Increased safety and security,Yes,Improved lighting and safety,Restrooms,Safety and security,No,Electric vehicle charging stations,Very dissatisfied,Quarterly,Very Satisfied,E book access,Enhance community engagement
18:34.6,18-35 years,Female,kanakapura,,,,No,A few times a week,Very unsatisfied,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Maintenance and cleanliness,Yes,Public restrooms,Dissatisfied,Monthly,Satisfied,E book access,Improve customer service
18:52.7,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,More frequent buses/trains,No,More amenities,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
19:11.5,36-50 years,Female,mysuru,,,,Yes,Everyday,Unsatisfied,Reduced fares or free transfers,Sometimes,Improved lighting and safety,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,Language learning programs,Improve customer service
19:11.7,18-35 years,Female,Tirupati,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Picnic area,Safety and security,No,Electric vehicle charging stations,Neutral,Rarely,Satisfied,E book access,Enhance community engagement
19:29.7,36-50 years,Male,Hyderabad,,,,No,A few times a week,Very satisfied,Increased safety and security,No,More amenities,Walking trails,Crowding and noise,No,Sports equipment rentals,Dissatisfied,Quarterly,Very Satisfied,Language learning programs,Invest in technology
19:55.8,36-50 years,Female,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,Language learning programs,Improve customer service
20:17.4,18-35 years,Male,Hyderabad,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Playgrounds,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Very Dissatisfied,E book access,Increase transparency
20:38.2,36-50 years,Female,chennai,,,,Yes,Once a week,Neutral,More frequent buses/trains,Sometimes,Better maintenance and cleanliness,Picnic area,Crowding and noise,Sometimes,Sports equipment rentals,Neutral,Rarely,Dissatisfied,E book access,Improve customer service
20:57.5,36-50 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,More frequent buses/trains,Yes,Improved lighting and safety,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Very Satisfied,Quarterly,Neutral,E book access,Improve customer service
21:19.3,10-18 years,Male,chennai,,,,Yes,Once a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,E book access,Enhance community engagement
21:39.0,18-35 years,Male,mysuru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Sports facilities,Safety and security,Sometimes,Sports equipment rentals,Satisfied,Monthly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
21:52.9,36-50 years,Male,Andhra pradesh,,,,Yes,Never,Neutral,Increased safety and security,No,Increased programming and events,Walking trails,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Very Satisfied,Quarterly,Dissatisfied,E book access,Improve customer service
22:08.6,18-35 years,Male,chennai,,,,Yes,A few times a week,Neutral,Increased safety and security,Yes,Improved lighting and safety,Walking trails,Maintenance and cleanliness,Yes,Public restrooms,Very dissatisfied,Monthly,Satisfied,Language learning programs,Invest in technology
22:26.8,36-50 years,Female,chennai,,,,No,Once a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Picnic area,Crowding and noise,Yes,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
22:57.2,36-50 years,Female,kanakapura,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
23:13.0,36-50 years,Female,mysuru,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Safety and security,Yes,Sports equipment rentals,Dissatisfied,Rarely,Satisfied,Language learning programs,Improve customer service
23:32.3,18-35 years,Female,mysuru,,,,Yes,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Monthly,Neutral,Language learning programs,Invest in technology
23:53.2,36-50 years,Male,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Public restrooms,Neutral,Rarely,Neutral,E book access,Improve customer service
24:10.8,18-35 years,Male,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Walking trails,Safety and security,No,Electric vehicle charging stations,Satisfied,Never,Neutral,E book access,Improve customer service
26:09.9,36-50 years,Male,chennai,,,,No,Once a week,Unsatisfied,Increased safety and security,Yes,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,E book access,Improve customer service
26:41.2,36-50 years,Male,kanakapura,,,,Yes,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Invest in technology
26:57.3,36-50 years,Male,chennai,,,,No,Once a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Monthly,Satisfied,E book access,Invest in technology
27:12.4,10-18 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Playgrounds,Safety and security,Yes,Sports equipment rentals,Very Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
27:33.1,36-50 years,Male,mysuru,,,,No,Never,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Restrooms,Lack of amenities,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,E book access,Enhance community engagement
27:54.8,36-50 years,Male,Hyderabad,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Quarterly,Very Dissatisfied,E book access,Improve customer service
28:10.5,18-35 years,Male,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Satisfied,Monthly,Satisfied,Language learning programs,Invest in technology
28:30.8,18-35 years,Male,Hyderabad,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Sports facilities,Lack of amenities,Yes,Electric vehicle charging stations,Very Satisfied,Weekly,Neutral,E book access,Invest in technology
28:52.0,36-50 years,Male,kanakapura,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Lack of amenities,Yes,Sports equipment rentals,Neutral,Quarterly,Very Satisfied,E book access,Invest in technology
29:10.1,36-50 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Increased safety and security,No,Better maintenance and cleanliness,Walking trails,Safety and security,No,Electric vehicle charging stations,Neutral,Rarely,Neutral,Language learning programs,Improve customer service
29:24.8,18-35 years,Female,mysuru,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Satisfied,E book access,Increase transparency
29:39.2,36-50 years,Male,Hyderabad,,,,No,A few times a week,Unsatisfied,More frequent buses/trains,Yes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Improve customer service
29:59.2,18-35 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Satisfied,Language learning programs,Improve customer service
30:17.4,18-35 years,Male,palamaner,,,,No,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Improve customer service
30:35.7,36-50 years,Male,kanakapura,,,,Yes,Never,Unsatisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Never,Satisfied,E book access,Improve customer service
30:51.4,18-35 years,Female,kanakapura,,,,No,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Picnic area,Lack of amenities,Sometimes,Electric vehicle charging stations,Satisfied,Monthly,Dissatisfied,Language learning programs,Invest in technology
31:12.0,10-18 years,Male,Bengaluru,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Restrooms,Safety and security,No,Sports equipment rentals,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
31:27.9,36-50 years,Male,kanakapura,,,,No,Once a week,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Rarely,Neutral,"DIY workshop(crafting,painting)",Invest in technology
31:45.1,36-50 years,Female,mysuru,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Safety and security,Yes,Electric vehicle charging stations,Neutral,Weekly,Very Satisfied,Language learning programs,Invest in technology
